x,y,cluID,if_core,frameID
118.096024,36.545435,-1,False,16
118.050022,36.566428,-1,False,16
118.092276,36.515362,-1,False,16
118.121285,36.545078,-1,False,16
118.065223,36.5498,0,False,17
118.080326,36.567313,0,False,17
118.093554,36.55469,0,False,17
118.076486,36.530153,0,False,17
118.101714,36.562729,0,False,17
118.075618,36.527817,0,False,17
118.088671,36.551922,0,False,17
118.091726,36.553976,0,False,17
118.083102,36.545415,0,False,17
118.072522,36.540876,0,False,17
118.073855,36.535532,0,False,17
118.112927,36.536682,0,False,17
118.092035,36.54409,0,False,17
118.092198,36.537313,0,False,17
118.077236,36.561303,0,False,17
118.072286,36.567595,0,False,17
118.054649,36.539047,0,False,17
118.0787,36.563806,0,False,17
118.106073,36.571104,0,False,17
118.122191,36.552271,0,True,17
118.111339,36.556825,0,False,17
118.09314,36.537869,0,False,17
118.095277,36.527554,0,False,17
118.105189,36.532865,0,False,17
118.078768,36.505339,-1,False,17
118.105971,36.538112,0,True,17
118.08174,36.507994,0,False,17
118.111523,36.533476,0,False,17
118.100344,36.541861,0,True,17
118.083067,36.499358,-1,False,17
118.097615,36.563205,0,False,17
118.079452,36.524597,0,False,17
118.07701,36.522302,0,False,17
118.093319,36.542906,0,False,17
118.090252,36.546798,0,False,17
118.078201,36.523378,0,False,17
118.091406,36.548159,0,False,17
118.108883,36.559201,0,False,17
118.125867,36.541971,0,True,17
118.117941,36.582547,0,False,17
118.005708,36.484729,-1,False,17
118.003696,36.477581,-1,False,17
118.00757,36.479127,-1,False,17
118.003084,36.483697,-1,False,17
118.1275,36.548117,0,True,17
118.113709,36.544823,0,True,17
118.126706,36.549776,0,True,17
118.117866,36.544359,0,True,17
118.107779,36.5355,0,False,17
118.097608,36.533056,0,False,17
118.09867,36.540411,0,True,17
118.099402,36.542451,0,False,17
118.034246,36.480198,-1,False,17
118.027647,36.477581,-1,False,17
118.01748,36.459087,-1,False,17
118.037227,36.486671,-1,False,17
118.02711,36.557403,-1,False,17
118.028058,36.461295,-1,False,17
118.155727,36.543912,0,False,17
118.164466,36.558624,0,False,17
118.16224,36.545624,0,False,17
118.165181,36.550415,0,False,17
118.178006,36.557424,0,False,17
118.176024,36.55584,0,False,17
118.026257,36.532214,-1,False,17
118.169424,36.537544,0,False,17
118.182243,36.56269,0,False,17
118.155256,36.552242,0,False,17
118.150713,36.524919,0,False,17
118.196024,36.559261,-1,False,18
118.001363,36.405255,-1,False,18
118.007305,36.418625,-1,False,18
118.118296,36.550147,-1,False,18
118.117822,36.548187,-1,False,18
118.02451,36.491734,-1,False,18
118.025212,36.450679,-1,False,18
118.488826,36.660005,-1,False,18
118.176446,36.54708,-1,False,19
118.207953,36.579501,-1,False,19
118.453101,36.677847,-1,False,19
118.172352,36.520048,-1,False,19
118.528595,36.739892,-1,False,19
118.009936,36.467358,-1,False,19
118.477882,36.679186,-1,False,19
118.437557,36.685561,-1,False,19
118.435371,36.688791,-1,False,19
118.531694,36.668256,-1,False,19
118.539681,36.684139,-1,False,19
118.524664,36.672179,-1,False,19
118.475636,36.783448,-1,False,19
118.512045,36.712281,-1,False,19
118.226958,36.566421,-1,False,19
118.141155,36.667496,-1,False,19
118.537088,36.684136,-1,False,19
118.497141,36.641291,-1,False,19
118.487959,36.63667,-1,False,19
118.507065,36.661059,-1,False,19
118.545253,36.702503,-1,False,20
118.466843,36.613957,-1,False,20
118.439933,36.621602,-1,False,20
118.47825,36.651694,-1,False,20
118.467284,36.642275,-1,False,20
118.605169,36.812957,-1,False,20
118.523977,36.704593,-1,False,20
118.486043,36.701624,-1,False,20
118.500205,36.716312,-1,False,20
118.397615,36.604019,-1,False,20
118.481292,36.704154,-1,False,20
118.477923,36.692354,-1,False,20
118.480839,36.693461,-1,False,20
118.573604,36.805358,-1,False,20
118.452299,36.671761,-1,False,20
118.356811,36.640837,-1,False,20
118.14372,36.463436,-1,False,20
118.537578,36.719857,-1,False,20
118.523679,36.704415,-1,False,20
118.537707,36.714908,-1,False,20
118.625668,36.818278,-1,False,20
118.489693,36.661149,-1,False,20
118.520495,36.717437,-1,False,20
118.520204,36.729929,-1,False,20
118.389695,36.616052,-1,False,20
118.574244,36.789102,-1,False,20
118.514028,36.714882,-1,False,20
118.419355,36.680663,-1,False,20
118.475602,36.773407,-1,False,20
118.619949,36.827702,-1,False,20
118.397952,36.700529,-1,False,20
118.553012,36.7196,-1,False,20
118.63077,36.799313,-1,False,20
118.516705,36.668309,-1,False,20
118.535175,36.687805,-1,False,20
118.569579,36.744049,-1,False,20
118.577831,36.74348,-1,False,20
118.57646,36.740783,-1,False,20
118.627406,36.806883,-1,False,20
118.814384,36.952367,-1,False,20
118.071367,36.293715,-1,False,20
118.237785,36.494148,-1,False,20
118.56399,36.805783,-1,False,20
118.526153,36.716638,-1,False,20
118.2643,36.460299,-1,False,20
118.236267,36.485239,-1,False,20
118.501499,36.718485,-1,False,21
118.250136,36.465194,-1,False,21
118.188107,36.512826,-1,False,21
118.588199,36.72192,-1,False,22
118.473998,36.654226,-1,False,22
118.551036,36.795388,-1,False,22
118.110494,36.499338,-1,False,22
118.10958,36.464204,-1,False,22
118.571791,36.576962,-1,False,22
118.598362,36.710299,-1,False,22
118.049752,36.720231,-1,False,22
118.385165,36.575204,-1,False,22
118.157028,36.52859,-1,False,23
118.681183,36.632656,-1,False,23
118.122901,36.566558,-1,False,23
118.221504,36.462809,-1,False,24
118.195009,36.429954,-1,False,24
118.568918,36.562122,-1,False,24
118.567485,36.558949,-1,False,24
118.563119,36.556799,-1,False,24
118.859306,36.868079,-1,False,24
118.516581,36.502215,-1,False,24
118.571181,36.565413,-1,False,24
118.519174,36.505177,-1,False,24
118.562034,36.556934,-1,False,24
118.567317,36.409085,-1,False,24
118.564175,36.556617,-1,False,24
118.499401,36.442357,-1,False,25
118.117236,36.374609,-1,False,25
118.566851,36.359852,-1,False,25
118.177046,36.461075,-1,False,26
118.459564,36.668877,-1,False,26
118.517294,36.637646,-1,False,26
118.153357,36.59914,-1,False,27
118.143823,36.601141,-1,False,27
118.58664,36.793709,-1,False,27
118.322128,36.42524,-1,False,27
118.314982,36.432743,-1,False,27
118.331255,36.431093,-1,False,27
118.325225,36.409262,-1,False,27
118.326264,36.411729,-1,False,27
118.668534,36.730562,-1,False,28
118.221419,36.670549,-1,False,28
118.231017,36.652044,-1,False,28
118.19393,36.606538,-1,False,28
118.468777,36.427271,-1,False,28
118.440316,36.450069,-1,False,29
118.467332,36.388056,-1,False,29
118.396414,36.705262,-1,False,29
118.339529,36.432844,-1,False,29
118.529006,36.51007,-1,False,30
118.448047,36.581966,-1,False,30
118.553358,36.508398,-1,False,30
118.555368,36.282689,-1,False,30
118.551268,36.279876,-1,False,30
118.568698,36.303811,-1,False,30
118.583882,36.30951,-1,False,30
118.584466,36.305237,-1,False,30
118.550359,36.281758,-1,False,30
118.588193,36.30689,-1,False,30
118.55448,36.283861,-1,False,30
118.602402,36.271637,-1,False,31
118.592323,36.260418,-1,False,31
118.684894,36.296761,-1,False,31
118.651483,36.322374,-1,False,31
118.622509,36.313434,-1,False,31
118.665919,36.291466,-1,False,31
118.649414,36.280989,-1,False,31
118.63852,36.338827,-1,False,31
118.668804,36.329,-1,False,31
118.668403,36.32606,-1,False,31
118.705334,36.288426,-1,False,31
118.610574,36.40214,-1,False,31
118.689229,36.331841,-1,False,31
118.69911,36.322092,-1,False,31
118.693333,36.313457,-1,False,31
118.519485,36.445756,-1,False,31
118.68162,36.339752,-1,False,31
118.677336,36.352161,-1,False,31
118.080446,36.18215,-1,False,32
119.269325,35.363403,-1,False,32
118.730353,36.414913,-1,False,32
118.042661,36.106859,-1,False,32
118.64242,36.424716,-1,False,32
118.544627,36.516797,-1,False,32
118.499731,36.465255,-1,False,32
118.50031,36.463326,-1,False,32
118.552348,36.505613,-1,False,32
118.485306,36.452123,-1,False,32
118.357564,35.995882,-1,False,32
118.103861,36.201097,-1,False,32
118.739568,36.405454,-1,False,32
118.901756,36.930055,-1,False,32
118.831018,36.456686,-1,False,32
118.214404,35.262928,-1,False,33
118.030789,36.246436,-1,False,33
118.015336,36.251395,-1,False,33
118.681797,36.242491,-1,False,33
118.072396,36.266577,-1,False,33
118.05824,36.253232,-1,False,33
118.05259,36.243168,-1,False,33
118.061833,36.257504,-1,False,33
118.06988,36.273088,-1,False,33
118.071227,36.253977,-1,False,33
118.061482,36.25497,-1,False,33
118.060311,36.256613,-1,False,33
118.105323,36.237127,-1,False,33
118.042234,36.235458,-1,False,33
118.690058,36.260746,-1,False,33
118.070491,36.25226,-1,False,33
118.034158,36.267111,-1,False,33
118.057836,36.241156,-1,False,33
118.057698,36.240266,-1,False,33
118.028358,36.272391,-1,False,33
118.006249,36.203748,-1,False,34
118.075567,36.275109,-1,False,34
118.031659,36.190071,-1,False,34
118.051572,36.199393,-1,False,34
118.01096,36.183202,-1,False,34
118.060513,36.178262,-1,False,34
118.024808,36.224346,-1,False,34
118.0136,36.179419,-1,False,34
118.07491,36.198664,-1,False,34
118.774394,36.339934,-1,False,34
118.809186,36.365119,-1,False,34
118.782196,36.357891,-1,False,34
118.428564,36.077755,-1,False,34
118.7868,36.305251,-1,False,34
118.100537,36.199822,-1,False,34
118.05969,36.185357,-1,False,34
118.068619,36.197537,-1,False,34
118.074486,36.191705,-1,False,34
118.301554,36.20012,-1,False,34
118.443423,36.135333,-1,False,34
118.427466,36.121537,-1,False,34
119.208857,35.186918,-1,False,34
118.45454,36.112322,-1,False,34
118.478836,36.112405,-1,False,34
118.494196,36.122696,-1,False,34
118.460423,36.133892,0,True,36
118.413034,36.143688,0,False,36
118.47366,36.159094,0,True,36
118.452007,36.152727,0,True,36
118.445981,36.173659,0,True,36
118.399082,36.155313,0,False,36
118.447847,36.176213,0,True,36
118.417789,36.165993,0,False,36
118.431354,36.172325,0,False,36
118.420275,36.164558,0,True,36
118.430311,36.169469,0,True,36
118.431791,36.1709,0,False,36
118.428335,36.534366,-1,False,36
118.432874,36.17076,0,False,36
118.495954,36.156644,0,True,36
118.443018,36.174137,0,True,36
118.43318,36.167221,0,True,36
118.434677,36.129401,0,True,36
118.446789,36.139257,0,True,36
118.452954,36.144263,0,True,36
118.445888,36.175138,0,True,36
118.453019,36.653686,-1,False,36
118.494765,36.138732,0,True,36
118.420415,36.158407,0,True,36
118.395162,36.141416,0,False,36
118.45475,36.130112,0,True,36
118.593128,36.239218,-1,False,36
118.423446,36.166204,0,True,36
118.40951,36.153984,0,True,36
118.516605,36.176554,0,False,36
118.46106,36.139712,0,True,36
118.459153,36.135401,0,True,36
118.456882,36.144642,0,True,36
118.460128,36.136389,0,True,36
118.454204,36.127016,0,True,36
118.458011,36.135175,0,True,36
118.449299,36.126948,0,True,36
119.372408,36.976216,-1,False,36
118.459868,36.135871,0,True,36
118.458765,36.143086,0,True,36
118.453985,36.124487,0,True,36
118.8821,36.874095,-1,False,36
118.731072,36.246935,-1,False,36
118.50065,36.148567,0,True,36
118.513193,36.158263,0,True,36
118.485079,36.13054,0,True,36
118.479397,36.130477,0,True,36
118.570384,36.048231,-1,False,36
118.492808,36.135883,0,True,36
118.491159,36.13991,0,True,36
118.454252,36.189577,0,False,36
118.452968,36.185921,0,False,36
118.42841,36.160371,0,True,36
118.488478,36.171387,0,True,36
118.521345,36.118865,0,False,36
118.474524,36.15285,0,True,36
118.501227,36.102639,0,False,36
118.479826,36.167655,0,True,36
118.475021,36.152096,0,True,36
118.471025,36.161776,0,True,36
118.436657,36.193624,0,False,36
118.450414,36.176413,0,True,36
118.449773,36.187561,0,False,36
118.44595,36.186574,0,False,36
118.433088,36.15867,0,True,36
118.435994,36.171858,0,True,36
119.258091,36.838713,-1,False,36
118.748338,36.260067,-1,False,36
118.4886,36.145897,0,True,36
118.475846,36.148494,0,True,36
118.462891,36.132872,0,True,36
118.474659,36.142364,0,True,36
118.456684,36.12624,0,True,36
118.466256,36.134436,0,True,36
118.476584,36.142091,0,True,36
118.471563,36.154037,0,True,36
119.342917,36.935138,-1,False,36
118.475997,36.143264,0,True,36
118.24779,36.364261,-1,False,36
118.525785,36.194352,0,False,36
118.52858,36.16312,0,True,36
118.428451,36.18272,0,False,36
118.507528,36.161622,0,True,36
118.465996,36.105947,0,False,36
118.496145,36.130116,0,True,36
118.512242,36.156572,0,True,36
118.516312,36.153748,0,True,36
118.522199,36.183312,0,False,36
118.524065,36.180647,0,False,36
118.522486,36.189104,0,False,36
118.521436,36.18477,0,False,36
118.520124,36.188641,0,False,36
118.516437,36.146798,0,True,36
118.511868,36.163601,0,True,36
118.512051,36.165052,0,True,36
118.52237,36.190973,0,False,36
118.498208,36.158026,0,True,36
118.511721,36.16349,0,True,36
118.501119,36.15993,0,True,36
118.523236,36.179431,0,False,36
118.467588,36.139875,0,True,36
118.431876,36.183898,0,False,36
118.427673,36.168003,0,True,36
118.47163,36.187972,0,True,36
118.489962,36.124594,0,True,36
118.479336,36.13301,0,True,36
118.443149,36.168126,0,True,36
118.507605,36.164994,0,True,36
118.50409,36.162955,0,True,36
118.504294,36.166545,0,True,36
118.498821,36.151612,0,True,36
118.438337,36.185272,0,False,36
118.756862,36.261219,-1,False,36
118.744143,36.255992,-1,False,36
118.444866,36.180976,0,False,36
118.496043,36.154284,0,True,36
118.463861,36.168859,0,True,36
120.145473,35.119934,-1,False,36
118.495044,36.154185,0,True,36
118.496628,36.144534,0,True,36
118.496925,36.146308,0,True,36
118.500169,36.150628,0,True,36
118.493169,36.145275,0,True,36
118.496895,36.145769,0,True,36
118.479908,36.131036,0,True,36
118.489799,36.134378,0,True,36
118.72517,36.270221,-1,False,36
118.714236,36.155272,-1,False,36
118.663868,36.215481,-1,False,36
118.48182,36.108415,0,False,36
118.481032,36.124808,0,True,36
118.479974,36.124011,0,True,36
118.458971,36.10564,0,False,36
118.465596,36.112227,0,False,36
118.753926,36.265045,-1,False,36
118.737697,36.199429,-1,False,36
118.486723,36.158161,0,True,36
118.459869,36.191605,0,False,36
118.459215,36.204987,0,False,36
118.95037,36.478091,-1,False,38
119.388572,36.955293,-1,False,39
118.821938,36.472539,-1,False,40
118.413795,35.846377,-1,False,40
118.427607,36.200097,-1,False,40
118.49172,36.208052,-1,False,40
118.495212,36.282812,-1,False,41
118.117248,36.215835,-1,False,41
118.135912,36.112283,-1,False,41
118.955079,36.318929,-1,False,42
118.933883,36.336004,-1,False,42
119.511532,36.539771,-1,False,42
118.444613,35.924556,-1,False,42
119.497962,36.519887,-1,False,42
119.504799,36.473209,-1,False,42
118.078514,36.344024,-1,False,42
119.387065,36.569188,-1,False,42
118.002906,35.356486,-1,False,42
118.038666,35.388111,-1,False,42
119.189452,36.878549,-1,False,42
119.604387,36.682759,-1,False,42
118.439386,36.216148,-1,False,43
118.474438,36.246139,-1,False,43
118.524082,36.289294,-1,False,43
119.41716,36.475253,-1,False,43
118.461802,36.232232,-1,False,43
119.624906,36.571755,-1,False,43
119.576924,36.543945,-1,False,43
119.570994,36.546041,-1,False,43
118.464059,36.224674,-1,False,43
118.468835,36.2297,-1,False,43
119.584216,36.664335,-1,False,43
118.067005,35.746179,-1,False,43
119.530013,36.555595,-1,False,43
118.012594,35.777266,-1,False,43
118.078186,35.772801,-1,False,43
118.005072,35.383031,-1,False,43
118.003087,35.386248,-1,False,43
118.051397,35.767828,-1,False,44
118.434484,36.325825,-1,False,44
118.177361,36.213096,-1,False,44
118.600568,36.46152,-1,False,44
118.938317,35.907351,-1,False,44
118.054266,35.774993,-1,False,44
118.057462,35.777417,-1,False,44
118.17667,35.794572,-1,False,44
118.054688,35.775039,-1,False,44
118.063202,35.766199,-1,False,44
118.882906,35.125163,-1,False,44
118.086457,35.620599,-1,False,44
118.495083,36.285991,-1,False,44
118.028056,35.800834,-1,False,44
118.109948,35.804485,-1,False,44
118.076558,35.436307,-1,False,44
118.068111,35.785162,-1,False,44
118.7328,35.108959,-1,False,44
118.193331,36.307435,-1,False,44
118.145227,36.336585,-1,False,44
118.034344,35.902457,-1,False,44
118.018381,35.890581,-1,False,44
118.010786,35.340094,-1,False,44
118.501552,36.220582,-1,False,47
119.111183,36.59729,-1,False,47
118.194286,35.718409,1,False,47
118.194232,35.848117,0,False,47
118.199407,35.882232,0,True,47
118.075509,36.248599,-1,False,47
119.15125,36.664169,-1,False,47
118.229433,35.835372,-1,False,47
118.265183,35.944097,-1,False,47
118.145931,35.896379,0,False,47
118.144391,35.893688,0,False,47
118.129133,35.891105,0,False,47
118.129498,35.880089,0,False,47
118.130569,35.88111,0,False,47
118.131868,35.883765,0,False,47
118.14309,35.892362,0,False,47
118.04823,36.466893,-1,False,47
119.818454,36.566693,-1,False,47
119.116037,36.605361,-1,False,47
119.723297,36.516704,-1,False,47
119.763325,36.537658,-1,False,47
118.136878,36.154392,-1,False,47
118.2608,35.609774,-1,False,47
119.229828,36.749585,-1,False,47
119.207377,36.799573,-1,False,47
119.167528,36.635069,-1,False,47
118.131469,35.701061,1,False,47
118.184031,35.708549,1,True,47
118.171644,35.71129,1,True,47
118.181945,35.7196,1,False,47
118.178402,35.67747,1,True,47
118.184966,35.675946,1,True,47
118.191686,35.673862,1,True,47
118.17955,35.673471,1,True,47
118.179271,35.664805,1,False,47
118.166038,35.884729,0,False,47
118.194309,35.679272,1,True,47
119.216641,36.71951,-1,False,47
118.24409,35.78958,-1,False,47
118.169989,35.909256,0,False,47
118.194828,35.663282,1,False,47
118.191202,35.668334,1,True,47
118.181361,35.673067,1,True,47
118.19714,35.682388,1,True,47
118.185054,35.679552,1,True,47
118.174157,35.678624,1,True,47
118.267668,35.898808,0,False,47
118.063221,35.976427,-1,False,47
118.080534,35.958832,-1,False,47
118.079478,35.955138,-1,False,47
118.075643,35.950549,-1,False,47
118.073079,35.944226,-1,False,47
118.207003,35.878359,0,False,47
118.210751,35.873598,0,False,47
119.086516,36.590306,-1,False,47
118.210238,35.726725,1,False,47
118.192725,35.683153,1,True,47
119.089615,36.631767,-1,False,47
118.199554,35.896451,0,True,47
118.206919,35.905739,0,True,47
118.204805,35.891696,0,True,47
118.203868,35.883694,0,True,47
118.182873,35.89036,0,True,47
118.197296,35.697218,1,True,47
118.125642,35.859238,0,False,47
118.133387,35.841496,-1,False,47
118.131211,35.840173,-1,False,47
118.12785,35.860147,0,False,47
119.716677,36.551495,-1,False,47
119.761684,36.608197,-1,False,47
119.77558,36.625661,-1,False,47
119.766835,36.589971,-1,False,47
119.757375,36.583351,-1,False,47
119.176349,36.609226,-1,False,47
118.1624,35.722823,1,False,47
119.120803,36.542635,-1,False,47
118.221375,35.88864,0,True,47
118.216811,35.890824,0,True,47
118.22032,35.888714,0,True,47
118.22803,35.895435,0,False,47
118.213846,35.890113,0,True,47
118.205307,35.870506,0,False,47
118.216947,35.881881,0,False,47
118.20378,35.869058,0,False,47
118.205661,35.872655,0,False,47
118.227656,35.894127,0,False,47
118.271072,35.686349,1,False,47
119.314453,36.900431,-1,False,47
119.212245,36.630985,-1,False,47
118.187368,35.713062,1,True,47
118.142659,35.696024,1,False,47
118.476085,35.659991,-1,False,47
118.408863,35.582158,-1,False,47
118.193642,35.929619,0,False,47
119.195804,36.53439,-1,False,47
118.367262,35.500247,-1,False,47
119.173041,36.825874,-1,False,47
118.153645,36.238524,-1,False,47
118.297368,35.633594,-1,False,47
118.195468,35.906362,0,False,47
118.239472,35.885734,0,False,47
118.008297,35.362838,-1,False,47
118.008095,35.358424,-1,False,47
118.086154,36.161903,-1,False,47
118.202315,35.686842,1,True,47
119.191045,36.644812,-1,False,47
118.177581,35.917474,0,False,47
118.25846,35.813911,-1,False,47
119.802106,36.546988,-1,False,47
119.781602,36.546497,-1,False,47
119.8652,36.725227,-1,False,47
119.789172,36.53783,-1,False,47
119.783802,36.548533,-1,False,47
119.594782,36.49207,-1,False,47
118.188524,35.868118,0,False,47
118.171751,35.887854,0,False,47
118.18042,35.690101,1,True,47
118.301055,35.827107,-1,False,47
118.216926,35.983223,-1,False,47
118.239336,35.981802,-1,False,47
118.225019,35.665317,1,True,47
118.245578,35.896867,0,False,47
118.237418,35.893649,0,False,47
118.296364,36.470617,-1,False,47
118.224616,35.822906,-1,False,47
118.222041,35.692958,1,True,47
118.228428,35.687571,1,True,47
118.228837,35.688336,1,True,47
118.223914,35.665726,1,True,47
118.225175,35.689503,1,True,47
118.235407,35.698215,1,True,47
118.182856,35.923907,0,False,47
118.235271,35.91196,0,False,47
118.233192,35.910171,0,False,47
118.233067,35.910572,0,False,47
118.233175,35.908857,0,False,47
118.174883,35.710692,1,True,47
118.231849,35.909578,0,False,47
118.232305,35.909826,0,False,47
118.220985,35.899084,0,False,47
118.22773,35.919315,0,False,47
118.229262,35.90733,0,False,47
119.280583,36.64712,-1,False,47
118.231888,35.908774,0,False,47
118.229449,35.908591,0,False,47
118.2216,35.900878,0,False,47
118.232615,35.907275,0,False,47
118.245439,35.963205,-1,False,47
118.215158,35.698004,1,True,47
118.216391,35.700621,1,True,47
118.226015,35.715809,1,True,47
118.230451,35.707733,1,True,47
118.191794,35.715731,1,True,47
118.192907,35.708952,1,True,47
118.195567,35.70986,1,True,47
118.202204,35.697552,1,True,47
118.204098,35.698577,1,True,47
118.20508,35.705436,1,True,47
118.204311,35.698543,1,True,47
118.18151,35.687385,1,True,47
118.131085,35.9771,-1,False,47
118.135456,35.552419,-1,False,47
119.287536,36.616128,-1,False,47
118.174504,35.716632,1,False,47
118.263574,35.670393,1,False,47
118.245142,35.677325,1,True,47
118.255581,35.660493,1,False,47
118.239653,35.686289,1,True,47
118.249623,35.669147,1,True,47
118.243393,35.679078,1,True,47
118.193907,35.716275,1,True,47
118.211831,35.732053,1,False,47
118.202208,35.7322,1,False,47
118.126827,35.825484,-1,False,47
118.15073,35.864525,0,False,47
118.136984,35.849413,-1,False,47
118.170658,35.873135,0,False,47
118.167472,35.871933,0,False,47
118.167054,35.875454,0,False,47
118.155161,35.861768,0,False,47
118.216381,36.289248,-1,False,47
118.228634,35.923922,0,False,47
118.188985,35.9181,0,False,47
118.247814,35.828098,-1,False,47
118.176158,35.905996,0,True,47
118.225068,35.675966,1,True,47
118.030941,35.904302,-1,False,47
119.174229,36.585817,-1,False,47
118.227562,35.715221,1,True,47
118.227837,35.711075,1,True,47
118.235903,35.719327,1,False,47
118.202163,35.82362,-1,False,47
118.224644,35.69316,1,True,47
118.206711,35.688045,1,True,47
118.197644,35.697734,1,True,47
118.209122,35.690083,1,True,47
118.182823,35.744357,1,False,47
118.259563,35.685723,1,True,47
118.259838,35.686782,1,True,47
118.172795,35.723716,1,False,47
118.25261,35.652322,1,False,47
118.185327,35.691653,1,True,47
